ticket,category,clean_ticket
I need help because Please process my refund Please help.,Refund,
I am facing an issue where I want to upgrade my plan,Subscription,
I need help because How can I request a refund?,Refund,
I need help because My payment was deducted but the order was not placed Please help.,Payment Issue,
Could you please help? When does my subscription expire? What should I do?,Subscription,
I need help because The money was deducted from my account but the payment failed Can you resolve this?,Payment Issue,
I am having a problem because The delivery date has passed,Delivery Issue,
"Please help me, There is an item missing from my package Can you check this?",Order Issue,
Could you please help? I no longer want this order,Cancellation,
Can you help me? The product I received is damaged Can you resolve this?,Order Issue,
Can you help me? The product I received is damaged Please help.,Order Issue,
I need assistance because The checkout page is not loading Please help.,Technical Issue,
I need assistance because The app crashes whenever I open it Please help me with this issue.,Technical Issue,
I am facing an issue where My order is showing the wrong item Please help me with this issue.,Order Issue,
I need help because I received a damaged product Can you resolve this?,Order Issue,
Can you help me? I cannot use the website Please help.,Technical Issue,
"Please help me, Something is missing from my order What should I do?",Order Issue,
I need assistance because I want to cancel my subscription Please help me with this issue.,Subscription,
I need help because The payment gateway is not working Can you resolve this?,Payment Issue,
"Please help me, I want to downgrade my plan Please help.",Subscription,
I need help because One item is missing from my order Can you check this?,Order Issue,
Could you please help? I made a payment but it is still showing as pending Please help.,Payment Issue,
I am having a problem because The item I received is not what I purchased,Order Issue,
I need help because The website keeps showing an error Please help me with this issue.,Technical Issue,
My payment failed while placing the order I need assistance.,Payment Issue,
Please stop my order What should I do?,Cancellation,
I am having a problem because I am unable to sign in Please look into this.,Account Issue,
Can you help me? I cannot access my account,Account Issue,
Can you help me? Why is my refund delayed? Can you resolve this?,Refund,
Can you help me? I forgot my login details Please look into this.,Account Issue,
I need assistance because How can I reset my password? Please help me with this issue.,Account Issue,
